Date,Dow Jones Price,S&P 500 Price,Nasdaq Price
10/01/2008,"10,831.07","1,114.28","1,491.11"
09/30/2008,"10,850.66","1,161.06","1,563.80"
09/29/2008,"10,365.45","1,166.36","1,594.63"
09/26/2008,"11,143.13","1,106.42","1,496.15"
09/25/2008,"11,022.06","1,213.27","1,672.04"
09/24/2008,"10,825.17","1,209.18","1,687.55"
09/23/2008,"10,854.17","1,185.87","1,661.33"
09/22/2008,"11,015.69","1,188.22","1,648.40"
09/19/2008,"11,388.44","1,207.09","1,665.94"
09/18/2008,"11,019.69","1,255.08","1,745.06"
09/17/2008,"10,609.66","1,206.51","1,697.42"
09/16/2008,"11,059.02","1,156.39","1,632.45"
09/15/2008,"10,917.51","1,213.60","1,724.08"
09/12/2008,"11,421.99","1,192.70","1,705.46"
09/11/2008,"11,433.71","1,251.70","1,767.13"
09/10/2008,"11,268.92","1,249.05","1,773.65"
09/09/2008,"11,230.73","1,232.04","1,738.07"
09/08/2008,"11,510.74","1,224.51","1,721.55"
09/05/2008,"11,220.96","1,267.79","1,762.95"
09/04/2008,"11,188.23","1,242.31","1,768.23"
09/03/2008,"11,532.88","1,236.83","1,774.78"
09/02/2008,"11,516.92","1,274.98","1,833.09"
08/29/2008,"11,543.55","1,277.58","1,850.14"
08/28/2008,"11,715.18","1,282.83","1,872.54"
08/27/2008,"11,502.51","1,300.68","1,915.12"
08/26/2008,"11,412.87","1,281.66","1,900.30"
08/25/2008,"11,386.25","1,271.51","1,886.32"
08/22/2008,"11,628.06","1,266.84","1,889.72"
08/21/2008,"11,430.21","1,292.20","1,931.47"
08/20/2008,"11,417.43","1,277.72","1,906.74"
08/19/2008,"11,348.55","1,274.54","1,913.02"
08/18/2008,"11,479.39","1,266.69","1,908.68"
08/15/2008,"11,659.90","1,278.60","1,932.70"
08/14/2008,"11,615.93","1,298.20","1,957.56"
08/13/2008,"11,532.96","1,292.93","1,964.38"
08/12/2008,"11,642.47","1,285.83","1,942.02"
08/11/2008,"11,782.35","1,289.59","1,941.07"
08/08/2008,"11,734.32","1,305.32","1,941.23"
08/07/2008,"11,431.43","1,296.32","1,926.23"
08/06/2008,"11,656.07","1,266.07","1,880.09"
08/05/2008,"11,615.77","1,289.19","1,895.21"
08/04/2008,"11,284.15","1,284.88","1,869.76"
08/01/2008,"11,326.32","1,249.01","1,804.84"
07/31/2008,"11,378.02","1,260.31","1,826.56"
07/30/2008,"11,583.69","1,267.38","1,849.15"
07/29/2008,"11,397.56","1,284.26","1,852.80"
07/28/2008,"11,131.08","1,263.20","1,845.55"
07/25/2008,"11,370.69","1,234.37","1,802.99"
07/24/2008,"11,349.28","1,257.76","1,846.55"
07/23/2008,"11,632.38","1,252.54","1,816.98"
07/22/2008,"11,602.50","1,282.19","1,845.56"
07/21/2008,"11,467.34","1,277.00","1,821.62"
07/18/2008,"11,496.57","1,260.00","1,819.76"
07/17/2008,"11,446.66","1,260.68","1,823.23"
07/16/2008,"11,239.28","1,260.32","1,853.47"
07/15/2008,"10,962.54","1,245.36","1,843.87"
07/14/2008,"11,055.19","1,214.91","1,798.35"
07/11/2008,"11,100.54","1,228.30","1,798.03"
07/10/2008,"11,229.02","1,239.49","1,810.88"
07/09/2008,"11,147.44","1,253.39","1,839.57"
07/08/2008,"11,384.21","1,244.69","1,819.18"
07/07/2008,"11,231.96","1,273.70","1,871.28"
07/03/2008,"11,288.54","1,252.31","1,826.93"
07/02/2008,"11,215.51","1,262.90","1,816.35"
07/01/2008,"11,382.26","1,261.52","1,816.15"
06/30/2008,"11,350.01","1,284.91","1,862.71"
06/27/2008,"11,346.51","1,280.00","1,837.09"
06/26/2008,"11,453.42","1,278.38","1,855.72"
06/25/2008,"11,811.83","1,283.15","1,855.39"
06/24/2008,"11,807.43","1,321.97","1,933.86"
06/23/2008,"11,842.36","1,314.29","1,903.74"
06/20/2008,"11,842.69","1,318.00","1,913.31"
06/19/2008,"12,063.09","1,317.93","1,928.39"
06/18/2008,"12,029.06","1,342.83","1,982.69"
06/17/2008,"12,160.30","1,337.81","1,951.10"
06/16/2008,"12,269.08","1,350.93","1,972.82"
06/13/2008,"12,307.35","1,360.14","1,984.76"
06/12/2008,"12,141.58","1,360.03","1,966.01"
06/11/2008,"12,083.77","1,339.87","1,924.26"
06/10/2008,"12,289.76","1,335.49","1,924.33"
06/09/2008,"12,280.32","1,358.44","1,972.54"
06/06/2008,"12,209.81","1,361.76","1,979.71"
06/05/2008,"12,604.45","1,360.68","1,990.39"
06/04/2008,"12,390.48","1,404.05","2,055.11"
06/03/2008,"12,402.85","1,377.20","2,021.45"
06/02/2008,"12,503.82","1,377.65","1,996.79"
05/30/2008,"12,638.32","1,385.67","2,006.84"
05/29/2008,"12,646.22","1,400.38","2,032.57"
05/28/2008,"12,594.03","1,398.26","2,019.02"
05/27/2008,"12,548.35","1,390.84","2,000.07"
05/23/2008,"12,479.63","1,385.35","1,995.44"
05/22/2008,"12,625.62","1,375.93","1,958.96"
05/21/2008,"12,601.19","1,394.35","1,964.92"
05/20/2008,"12,828.68","1,390.71","1,956.80"
05/19/2008,"13,028.16","1,413.40","2,000.67"
05/16/2008,"12,986.80","1,426.63","2,016.60"
05/15/2008,"12,992.66","1,425.35","2,031.27"
05/14/2008,"12,898.38","1,423.57","2,031.34"
05/13/2008,"12,832.18","1,408.66","1,997.30"
05/12/2008,"12,876.31","1,403.04","2,000.61"
05/09/2008,"12,745.88","1,403.58","1,997.02"
05/08/2008,"12,866.78","1,388.28","1,960.29"
05/07/2008,"12,814.35","1,397.68","1,966.86"
05/06/2008,"13,020.83","1,392.57","1,951.42"
05/05/2008,"12,969.54","1,418.26","1,990.61"
05/02/2008,"13,058.20","1,407.49","1,975.82"
05/01/2008,"13,010.00","1,413.90","1,981.87"
04/30/2008,"12,820.13","1,409.34","1,980.44"
04/29/2008,"12,831.94","1,385.59","1,917.70"
04/28/2008,"12,871.75","1,390.94","1,933.60"
04/25/2008,"12,891.86","1,396.37","1,923.26"
04/24/2008,"12,848.95","1,397.84","1,918.58"
04/23/2008,"12,763.22","1,388.82","1,924.58"
04/22/2008,"12,720.23","1,379.93","1,906.66"
04/21/2008,"12,825.02","1,375.94","1,881.65"
04/18/2008,"12,849.36","1,388.17","1,913.12"
04/17/2008,"12,620.49","1,390.33","1,900.28"
04/16/2008,"12,619.27","1,365.56","1,840.88"
04/15/2008,"12,362.47","1,364.71","1,846.89"
04/14/2008,"12,302.06","1,334.43","1,794.73"
04/11/2008,"12,325.42","1,328.32","1,790.93"
04/10/2008,"12,581.98","1,332.83","1,798.72"
04/09/2008,"12,527.26","1,360.55","1,852.97"
04/08/2008,"12,576.44","1,354.49","1,826.19"
04/07/2008,"12,612.43","1,365.54","1,846.14"
04/04/2008,"12,609.42","1,372.54","1,860.83"
04/03/2008,"12,626.03","1,370.40","1,865.87"
04/02/2008,"12,605.83","1,369.31","1,855.19"
04/01/2008,"12,654.36","1,367.53","1,848.80"
03/31/2008,"12,262.89","1,370.18","1,855.48"
03/28/2008,"12,216.40","1,322.70","1,781.93"
03/27/2008,"12,302.46","1,315.22","1,767.57"
03/26/2008,"12,422.86","1,325.76","1,777.89"
03/25/2008,"12,532.60","1,341.13","1,817.28"
03/24/2008,"12,548.64","1,352.99","1,824.54"
03/20/2008,"12,361.32","1,349.88","1,814.40"
03/19/2008,"12,099.66","1,329.51","1,751.99"
03/18/2008,"12,392.66","1,298.42","1,715.59"
03/17/2008,"11,972.25","1,330.74","1,761.05"
03/14/2008,"11,951.09","1,276.60","1,687.19"
03/13/2008,"12,145.74","1,288.14","1,713.83"
03/12/2008,"12,110.24","1,315.48","1,750.40"
03/11/2008,"12,156.81","1,308.77","1,735.18"
03/10/2008,"11,740.15","1,320.65","1,740.95"
03/07/2008,"11,893.69","1,273.37","1,673.03"
03/06/2008,"12,040.39","1,293.37","1,707.50"
03/05/2008,"12,254.99","1,304.34","1,712.50"
03/04/2008,"12,213.80","1,333.70","1,753.57"
03/03/2008,"12,258.90","1,326.75","1,743.70"
02/29/2008,"12,266.39","1,331.34","1,733.27"
02/28/2008,"12,582.18","1,330.63","1,745.27"
02/27/2008,"12,694.28","1,367.68","1,794.46"
02/26/2008,"12,684.92","1,380.02","1,799.94"
02/25/2008,"12,570.22","1,381.29","1,791.31"
02/22/2008,"12,381.02","1,371.80","1,785.46"
02/21/2008,"12,284.30","1,353.11","1,773.44"
02/20/2008,"12,427.26","1,342.53","1,766.30"
02/19/2008,"12,337.22","1,360.03","1,787.45"
02/15/2008,"12,348.21","1,348.78","1,764.81"
02/14/2008,"12,376.98","1,349.99","1,780.38"
02/13/2008,"12,552.24","1,348.86","1,787.59"
02/12/2008,"12,373.41","1,367.21","1,823.00"
02/11/2008,"12,240.01","1,348.86","1,780.54"
02/08/2008,"12,182.13","1,339.13","1,793.09"
02/07/2008,"12,247.00","1,331.29","1,773.74"
02/06/2008,"12,200.10","1,336.91","1,753.30"
02/05/2008,"12,265.13","1,326.45","1,740.95"
02/04/2008,"12,635.16","1,336.64","1,773.49"
02/01/2008,"12,743.19","1,380.82","1,828.80"
01/31/2008,"12,650.36","1,395.42","1,855.27"
01/30/2008,"12,442.83","1,378.55","1,841.42"
01/29/2008,"12,480.30","1,355.81","1,808.51"
01/28/2008,"12,383.89","1,362.30","1,807.67"
01/25/2008,"12,207.17","1,353.96","1,805.08"
01/24/2008,"12,378.61","1,330.61","1,789.17"
01/23/2008,"12,270.17","1,352.07","1,826.92"
01/22/2008,"11,971.19","1,338.60","1,789.53"
01/18/2008,"12,099.30","1,310.50","1,795.61"
01/17/2008,"12,159.21","1,325.19","1,844.09"
01/16/2008,"12,466.16","1,333.25","1,842.10"
01/15/2008,"12,501.11","1,373.20","1,872.29"
01/14/2008,"12,778.15","1,380.95","1,894.09"
01/11/2008,"12,606.30","1,416.25","1,949.15"
01/10/2008,"12,853.09","1,401.02","1,912.81"
01/09/2008,"12,735.31","1,420.33","1,953.64"
01/08/2008,"12,589.07","1,409.13","1,949.20"
01/07/2008,"12,827.49","1,390.19","1,910.33"
01/04/2008,"12,800.18","1,416.18","1,957.44"
01/03/2008,"13,056.72","1,411.63","1,963.52"
01/02/2008,"13,043.96","1,447.16","2,051.76"
12/31/2007,"13,264.82","1,447.16","2,049.71"
12/28/2007,"13,365.87","1,468.36","2,084.93"
12/27/2007,"13,359.61","1,478.49","2,107.05"
12/26/2007,"13,551.69","1,476.27","2,106.09"
12/24/2007,"13,549.33","1,497.66","2,136.94"
12/21/2007,"13,450.65","1,496.45","2,128.62"
12/20/2007,"13,245.64","1,484.46","2,111.77"
12/19/2007,"13,207.27","1,460.12","2,069.68"
12/18/2007,"13,232.47","1,453.00","2,031.00"
12/17/2007,"13,167.20","1,454.98","2,029.49"
12/14/2007,"13,339.85","1,445.90","2,020.80"
12/13/2007,"13,517.96","1,467.95","2,072.11"
12/12/2007,"13,473.90","1,488.41","2,094.68"
12/11/2007,"13,432.77","1,486.59","2,101.36"
12/10/2007,"13,727.03","1,477.65","2,083.72"
12/07/2007,"13,625.58","1,515.96","2,134.88"
12/06/2007,"13,619.89","1,504.66","2,130.00"
12/05/2007,"13,444.96","1,507.34","2,127.65"
12/04/2007,"13,248.73","1,485.01","2,099.31"
12/03/2007,"13,314.57","1,462.79","2,059.06"
11/30/2007,"13,371.72","1,472.42","2,067.45"
11/29/2007,"13,311.73","1,481.14","2,089.10"
11/28/2007,"13,289.45","1,469.72","2,102.42"
11/27/2007,"12,958.44","1,469.02","2,095.39"
11/26/2007,"12,743.44","1,428.23","2,033.76"
11/23/2007,"12,980.88","1,407.22","1,989.36"
11/21/2007,"12,799.04","1,440.70","2,028.90"
11/20/2007,"13,010.14","1,416.77","2,006.38"
11/19/2007,"12,958.44","1,439.70","2,029.94"
11/16/2007,"13,176.79","1,433.27","2,021.14"
11/15/2007,"13,110.05","1,458.74","2,048.62"
11/14/2007,"13,231.01","1,451.15","2,024.03"
11/13/2007,"13,307.09","1,470.58","2,038.05"
11/12/2007,"12,987.55","1,481.05","2,066.08"
11/09/2007,"13,042.74","1,439.18","1,982.16"
11/08/2007,"13,266.29","1,453.70","2,034.30"
11/07/2007,"13,300.02","1,474.77","2,106.16"
11/06/2007,"13,660.94","1,475.62","2,169.43"
11/05/2007,"13,543.40","1,520.27","2,223.97"
11/02/2007,"13,595.10","1,502.17","2,200.48"
11/01/2007,"13,567.87","1,509.65","2,213.86"
10/31/2007,"13,930.01","1,508.44","2,197.07"
10/30/2007,"13,792.47","1,549.38","2,238.98"
10/29/2007,"13,870.26","1,531.02","2,207.61"
10/26/2007,"13,806.70","1,540.98","2,203.42"
10/25/2007,"13,671.92","1,535.28","2,194.59"
10/24/2007,"13,675.25","1,514.40","2,161.52"
10/23/2007,"13,676.23","1,515.88","2,188.59"
10/22/2007,"13,566.97","1,519.59","2,205.18"
10/19/2007,"13,522.02","1,506.33","2,157.45"
10/18/2007,"13,888.96","1,500.63","2,131.08"
10/17/2007,"13,892.54","1,540.08","2,187.52"
10/16/2007,"13,912.94","1,541.24","2,179.14"
10/15/2007,"13,984.80","1,538.53","2,151.14"
10/12/2007,"14,093.08","1,548.71","2,158.92"
10/11/2007,"14,015.12","1,561.80","2,177.99"
10/10/2007,"14,078.69","1,554.41","2,140.92"
10/09/2007,"14,164.53","1,562.47","2,176.98"
10/08/2007,"14,043.73","1,565.15","2,171.21"
10/05/2007,"14,066.01","1,552.58","2,163.26"
10/04/2007,"13,974.31","1,557.59","2,149.67"
10/03/2007,"13,968.05","1,542.84","2,105.56"
10/02/2007,"14,047.31","1,539.59","2,103.01"
10/01/2007,"14,087.55","1,546.63","2,115.89"
09/28/2007,"13,895.63","1,547.04","2,116.97"
09/27/2007,"13,912.94","1,526.80","2,091.11"
09/26/2007,"13,878.15","1,531.38","2,096.39"
09/25/2007,"13,778.65","1,525.42","2,088.38"
09/24/2007,"13,759.06","1,517.21","2,076.83"
09/21/2007,"13,820.19","1,517.73","2,057.25"
09/20/2007,"13,766.70","1,525.75","2,049.48"
09/19/2007,"13,815.56","1,518.75","2,032.61"
09/18/2007,"13,739.39","1,529.03","2,041.36"
09/17/2007,"13,403.42","1,519.78","2,035.37"
09/14/2007,"13,442.52","1,476.65","1,983.08"
09/13/2007,"13,424.88","1,484.25","2,000.82"
09/12/2007,"13,291.65","1,483.95","1,998.63"
09/11/2007,"13,308.39","1,471.56","1,988.96"
09/10/2007,"13,127.85","1,471.49","1,988.98"
09/07/2007,"13,113.38","1,451.70","1,960.20"
09/06/2007,"13,363.35","1,453.55","1,958.35"
09/05/2007,"13,305.47","1,478.55","1,998.67"
09/04/2007,"13,448.86","1,472.29","1,994.38"
08/31/2007,"13,357.74","1,489.42","2,020.51"
08/30/2007,"13,238.73","1,473.99","1,988.73"
08/29/2007,"13,289.29","1,457.64","1,963.75"
08/28/2007,"13,041.85","1,463.76","1,954.85"
08/27/2007,"13,322.13","1,432.36","1,899.24"
08/24/2007,"13,378.87","1,466.79","1,947.49"
08/23/2007,"13,235.88","1,479.37","1,961.38"
08/22/2007,"13,236.13","1,462.50","1,931.88"
08/21/2007,"13,090.86","1,464.07","1,936.77"
08/20/2007,"13,121.35","1,447.12","1,910.99"
08/17/2007,"13,079.08","1,445.55","1,893.05"
08/16/2007,"12,845.78","1,445.94","1,888.78"
08/15/2007,"12,861.47","1,411.27","1,846.09"
08/14/2007,"13,028.92","1,406.70","1,864.92"
08/13/2007,"13,236.53","1,426.54","1,901.32"
08/10/2007,"13,239.54","1,452.92","1,934.41"
08/09/2007,"13,270.68","1,453.64","1,925.14"
08/08/2007,"13,657.86","1,453.09","1,936.76"
08/07/2007,"13,504.30","1,497.49","1,987.34"
08/06/2007,"13,468.78","1,476.71","1,961.64"
08/03/2007,"13,181.91","1,467.67","1,954.37"
08/02/2007,"13,463.33","1,433.06","1,918.56"
08/01/2007,"13,362.37","1,472.20","1,966.60"
07/31/2007,"13,211.99","1,465.81","1,945.08"
07/30/2007,"13,358.31","1,455.27","1,932.06"
07/27/2007,"13,265.47","1,473.91","1,973.93"
07/26/2007,"13,473.57","1,458.95","1,956.19"
07/25/2007,"13,785.07","1,482.66","1,986.60"
07/24/2007,"13,716.95","1,518.09","2,011.14"
07/23/2007,"13,943.42","1,511.04","2,000.55"
07/20/2007,"13,851.08","1,541.57","2,036.33"
07/19/2007,"14,000.41","1,534.10","2,035.88"
07/18/2007,"13,918.22","1,553.08","2,052.99"
07/17/2007,"13,971.55","1,546.17","2,037.98"
07/16/2007,"13,950.98","1,549.37","2,041.78"
07/13/2007,"13,907.25","1,549.52","2,028.02"
07/12/2007,"13,861.73","1,552.50","2,032.16"
07/11/2007,"13,577.87","1,547.70","2,021.03"
07/10/2007,"13,501.70","1,518.76","1,984.08"
07/09/2007,"13,649.97","1,510.12","1,971.89"
07/06/2007,"13,611.68","1,531.85","1,989.20"
07/05/2007,"13,565.84","1,530.44","1,988.31"
07/03/2007,"13,577.30","1,525.40","1,981.06"
07/02/2007,"13,535.43","1,524.87","1,965.20"
06/29/2007,"13,408.62","1,519.43","1,954.12"
06/28/2007,"13,422.28","1,503.35","1,934.10"
06/27/2007,"13,427.73","1,505.71","1,931.67"
06/26/2007,"13,337.66","1,506.34","1,933.06"
06/25/2007,"13,352.05","1,492.89","1,908.64"
06/22/2007,"13,360.26","1,497.74","1,912.90"
06/21/2007,"13,545.84","1,502.56","1,921.94"
06/20/2007,"13,489.42","1,522.19","1,941.32"
06/19/2007,"13,635.42","1,512.84","1,922.12"
06/18/2007,"13,612.98","1,533.70","1,941.75"
06/15/2007,"13,639.48","1,531.05","1,944.37"
06/14/2007,"13,553.72","1,532.91","1,942.41"
06/13/2007,"13,482.35","1,522.97","1,924.54"
06/12/2007,"13,295.01","1,515.67","1,913.87"
06/11/2007,"13,424.96","1,493.00","1,890.67"
06/08/2007,"13,424.39","1,509.12","1,901.96"
06/07/2007,"13,266.73","1,507.67","1,906.26"
06/06/2007,"13,465.67","1,490.72","1,882.17"
06/05/2007,"13,595.46","1,517.38","1,914.85"
06/04/2007,"13,676.32","1,530.95","1,932.35"
06/01/2007,"13,668.11","1,539.18","1,933.73"
05/31/2007,"13,627.64","1,536.34","1,928.26"
05/30/2007,"13,633.08","1,530.62","1,928.19"
05/29/2007,"13,521.34","1,530.23","1,918.08"
05/25/2007,"13,507.28","1,518.11","1,899.79"
05/24/2007,"13,441.13","1,515.73","1,889.25"
05/23/2007,"13,525.65","1,507.51","1,874.60"
05/22/2007,"13,539.95","1,522.28","1,904.41"
05/21/2007,"13,542.88","1,524.12","1,916.45"
05/18/2007,"13,556.53","1,525.10","1,911.16"
05/17/2007,"13,476.73","1,522.75","1,896.93"
05/16/2007,"13,487.53","1,512.75","1,884.68"
05/15/2007,"13,383.84","1,514.14","1,891.57"
05/14/2007,"13,346.78","1,501.19","1,871.79"
05/11/2007,"13,326.22","1,503.15","1,888.08"
05/10/2007,"13,215.13","1,505.85","1,898.79"
05/09/2007,"13,362.87","1,491.47","1,875.20"
05/08/2007,"13,309.07","1,512.58","1,905.65"
05/07/2007,"13,312.97","1,507.72","1,899.83"
05/04/2007,"13,264.62","1,509.48","1,895.96"
05/03/2007,"13,241.38","1,505.62","1,895.70"
05/02/2007,"13,211.88","1,502.39","1,895.64"
05/01/2007,"13,136.14","1,495.92","1,889.73"
04/30/2007,"13,062.91","1,486.30","1,873.43"
04/27/2007,"13,120.94","1,482.37","1,867.75"
04/26/2007,"13,105.50","1,494.07","1,891.06"
04/25/2007,"13,089.89","1,494.25","1,889.57"
04/24/2007,"12,953.94","1,495.42","1,881.33"
04/23/2007,"12,919.40","1,480.41","1,858.87"
04/20/2007,"12,961.98","1,480.93","1,850.18"
04/19/2007,"12,808.63","1,484.35","1,845.89"
04/18/2007,"12,803.84","1,470.73","1,832.47"
04/17/2007,"12,773.04","1,472.50","1,832.39"
04/16/2007,"12,720.46","1,471.48","1,834.91"
04/13/2007,"12,612.13","1,468.33","1,833.96"
04/12/2007,"12,552.96","1,452.85","1,816.85"
04/11/2007,"12,484.62","1,447.80","1,813.49"
04/10/2007,"12,573.85","1,438.87","1,798.09"
04/09/2007,"12,569.14","1,448.39","1,816.93"
04/05/2007,"12,560.20","1,444.61","1,808.19"
04/04/2007,"12,530.05","1,443.76","1,812.94"
04/03/2007,"12,510.30","1,439.37","1,801.74"
04/02/2007,"12,382.30","1,437.77","1,796.31"
03/30/2007,"12,354.35","1,424.55","1,773.33"
03/29/2007,"12,348.75","1,420.86","1,772.36"
03/28/2007,"12,300.36","1,422.53","1,771.72"
03/27/2007,"12,397.29","1,417.23","1,770.54"
03/26/2007,"12,469.07","1,428.61","1,789.93"
03/23/2007,"12,481.01","1,437.50","1,802.95"
03/22/2007,"12,461.14","1,436.11","1,794.04"
03/21/2007,"12,447.52","1,434.54","1,799.75"
03/20/2007,"12,288.10","1,435.04","1,806.35"
03/19/2007,"12,226.17","1,410.94","1,767.25"
03/16/2007,"12,110.41","1,402.06","1,758.23"
03/15/2007,"12,159.68","1,386.95","1,742.23"
03/14/2007,"12,133.40","1,392.28","1,744.87"
03/13/2007,"12,075.96","1,387.17","1,743.15"
03/12/2007,"12,318.62","1,377.95","1,722.48"
03/09/2007,"12,276.32","1,406.60","1,756.42"
03/08/2007,"12,260.70","1,402.84","1,744.74"
03/07/2007,"12,192.45","1,401.89","1,746.43"
03/06/2007,"12,207.59","1,391.97","1,736.10"
03/05/2007,"12,050.41","1,395.41","1,743.10"
03/02/2007,"12,114.10","1,374.12","1,712.94"
03/01/2007,"12,234.34","1,387.17","1,726.03"
02/28/2007,"12,268.63","1,403.17","1,753.45"
02/27/2007,"12,216.24","1,406.82","1,761.65"
02/26/2007,"12,632.26","1,399.04","1,755.99"
02/23/2007,"12,647.48","1,449.37","1,830.59"
02/22/2007,"12,686.02","1,451.19","1,839.77"
02/21/2007,"12,738.41","1,456.38","1,846.34"
02/20/2007,"12,786.64","1,457.63","1,839.13"
02/16/2007,"12,767.57","1,459.68","1,833.71"
02/15/2007,"12,765.01","1,455.54","1,821.49"
02/14/2007,"12,741.86","1,456.81","1,823.41"
02/13/2007,"12,654.85","1,455.30","1,814.98"
02/12/2007,"12,552.55","1,444.26","1,783.82"
02/09/2007,"12,580.83","1,433.37","1,778.42"
02/08/2007,"12,637.63","1,438.06","1,785.53"
02/07/2007,"12,666.87","1,448.31","1,810.54"
02/06/2007,"12,666.31","1,450.02","1,810.95"
02/05/2007,"12,661.74","1,448.00","1,793.06"
02/02/2007,"12,653.49","1,446.99","1,795.39"
02/01/2007,"12,673.68","1,448.39","1,798.13"
01/31/2007,"12,621.69","1,445.94","1,791.45"
01/30/2007,"12,523.31","1,438.24","1,792.28"
01/29/2007,"12,490.78","1,428.82","1,777.76"
01/26/2007,"12,487.02","1,420.62","1,775.08"
01/25/2007,"12,502.56","1,422.18","1,772.97"
01/24/2007,"12,621.77","1,423.90","1,777.75"
01/23/2007,"12,533.80","1,440.13","1,802.63"
01/22/2007,"12,477.16","1,427.99","1,773.40"
01/19/2007,"12,565.53","1,422.95","1,779.02"
01/18/2007,"12,567.93","1,430.50","1,796.81"
01/17/2007,"12,577.15","1,426.37","1,793.68"
01/16/2007,"12,582.59","1,430.62","1,827.68"
01/12/2007,"12,556.08","1,431.90","1,842.44"
01/11/2007,"12,514.98","1,430.73","1,844.81"
01/10/2007,"12,442.16","1,423.82","1,834.86"
01/09/2007,"12,416.60","1,414.85","1,816.15"
01/08/2007,"12,423.49","1,412.11","1,795.63"
01/05/2007,"12,398.01","1,412.84","1,787.14"
01/04/2007,"12,480.69","1,409.71","1,785.30"
01/03/2007,"12,474.52","1,418.34","1,792.91"
12/29/2006,"12,463.15","1,416.60","1,759.37"
12/28/2006,"12,501.52","1,418.30","1,756.90"
12/27/2006,"12,510.57","1,424.73","1,758.94"
12/26/2006,"12,407.63","1,426.84","1,763.41"
12/22/2006,"12,343.22","1,416.90","1,753.55"
12/21/2006,"12,421.25","1,410.76","1,748.61"
12/20/2006,"12,463.87","1,418.30","1,766.28"
12/19/2006,"12,471.32","1,423.53","1,777.92"
12/18/2006,"12,441.27","1,425.55","1,785.12"
12/15/2006,"12,445.52","1,422.48","1,790.99"
12/14/2006,"12,416.76","1,427.09","1,808.56"
12/13/2006,"12,317.50","1,425.49","1,803.41"
12/12/2006,"12,315.58","1,413.21","1,783.44"
12/11/2006,"12,328.48","1,411.56","1,781.97"
12/08/2006,"12,307.49","1,413.04","1,791.74"
12/07/2006,"12,278.41","1,409.84","1,786.21"
12/06/2006,"12,309.25","1,407.29","1,777.46"
12/05/2006,"12,331.60","1,412.90","1,799.13"
12/04/2006,"12,283.85","1,414.76","1,804.85"
12/01/2006,"12,194.13","1,409.12","1,799.93"
11/30/2006,"12,221.93","1,396.71","1,775.12"
11/29/2006,"12,226.73","1,400.63","1,791.25"
11/28/2006,"12,136.45","1,399.48","1,792.77"
11/27/2006,"12,121.71","1,386.72","1,780.34"
11/24/2006,"12,280.17","1,381.96","1,775.17"
11/22/2006,"12,326.95","1,400.95","1,815.53"
11/21/2006,"12,321.59","1,406.09","1,819.76"
11/20/2006,"12,316.54","1,402.81","1,808.88"
11/17/2006,"12,342.56","1,400.50","1,803.81"
11/16/2006,"12,305.82","1,401.20","1,800.67"
11/15/2006,"12,251.71","1,399.76","1,801.97"
11/14/2006,"12,218.01","1,396.57","1,793.82"
11/13/2006,"12,131.88","1,393.22","1,787.23"
11/10/2006,"12,108.43","1,384.42","1,768.00"
11/09/2006,"12,103.30","1,380.90","1,751.11"
11/08/2006,"12,176.54","1,378.33","1,740.14"
11/07/2006,"12,156.77","1,385.72","1,749.75"
11/06/2006,"12,105.55","1,382.84","1,741.53"
11/03/2006,"11,986.04","1,379.78","1,732.26"
11/02/2006,"12,018.54","1,364.30","1,703.98"
11/01/2006,"12,031.02","1,367.34","1,710.17"
10/31/2006,"12,080.73","1,367.81","1,707.65"
10/30/2006,"12,086.50","1,377.94","1,732.54"
10/27/2006,"12,090.26","1,377.93","1,727.80"
10/26/2006,"12,163.66","1,377.34","1,717.61"
10/25/2006,"12,134.68","1,389.08","1,744.07"
10/24/2006,"12,127.88","1,382.22","1,726.76"
10/23/2006,"12,116.91","1,377.38","1,713.88"
10/20/2006,"12,002.37","1,377.02","1,725.93"
10/19/2006,"12,011.73","1,368.60","1,709.58"
10/18/2006,"11,992.68","1,366.96","1,706.37"
10/17/2006,"11,950.02","1,365.80","1,700.75"
10/16/2006,"11,980.60","1,364.05","1,709.61"
10/13/2006,"11,960.51","1,369.06","1,727.61"
10/12/2006,"11,947.70","1,365.62","1,727.21"
10/11/2006,"11,852.13","1,362.83","1,718.54"
10/10/2006,"11,867.17","1,349.95","1,691.28"
10/09/2006,"11,857.81","1,353.42","1,693.29"
10/06/2006,"11,850.21","1,350.66","1,691.08"
10/05/2006,"11,866.69","1,349.59","1,684.88"
10/04/2006,"11,850.61","1,353.22","1,689.43"
10/03/2006,"11,727.34","1,350.20","1,681.14"
10/02/2006,"11,670.35","1,334.11","1,640.29"
09/29/2006,"11,679.07","1,331.32","1,632.81"
09/28/2006,"11,718.45","1,335.85","1,654.13"
09/27/2006,"11,689.24","1,338.88","1,661.59"
09/26/2006,"11,669.39","1,336.59","1,655.67"
09/25/2006,"11,575.81","1,336.35","1,659.20"
09/22/2006,"11,508.10","1,326.37","1,650.37"
09/21/2006,"11,533.23","1,314.78","1,622.37"
09/20/2006,"11,613.19","1,318.03","1,634.87"
09/19/2006,"11,540.91","1,325.18","1,645.35"
09/18/2006,"11,555.00","1,317.64","1,621.07"
09/15/2006,"11,560.77","1,321.18","1,632.17"
09/14/2006,"11,527.39","1,319.66","1,632.44"
09/13/2006,"11,543.32","1,316.28","1,625.98"
