Date,Dow Jones Price,S&P 500 Price,Nasdaq Price
06/02/2017,"21,206.29","2,439.07","5,881.46"
06/01/2017,"21,144.18","2,430.06","5,816.51"
05/31/2017,"21,008.65","2,411.80","5,788.80"
05/30/2017,"21,029.47","2,412.91","5,794.63"
05/26/2017,"21,080.28","2,415.82","5,788.36"
05/25/2017,"21,082.95","2,415.07","5,778.37"
05/24/2017,"21,012.42","2,404.39","5,730.30"
05/23/2017,"20,937.91","2,398.42","5,703.35"
05/22/2017,"20,894.83","2,394.02","5,699.40"
05/19/2017,"20,804.84","2,381.73","5,651.56"
05/18/2017,"20,663.02","2,365.72","5,626.31"
05/17/2017,"20,606.93","2,357.03","5,580.55"
05/16/2017,"20,979.75","2,400.67","5,724.44"
05/15/2017,"20,981.94","2,402.32","5,704.48"
05/12/2017,"20,896.61","2,390.90","5,686.81"
05/11/2017,"20,919.42","2,394.44","5,674.22"
05/10/2017,"20,943.11","2,399.63","5,681.68"
05/09/2017,"20,975.78","2,396.92","5,678.31"
05/08/2017,"21,012.28","2,399.38","5,659.07"
05/05/2017,"21,006.94","2,399.29","5,646.09"
05/04/2017,"20,951.47","2,389.52","5,626.32"
05/03/2017,"20,957.90","2,388.13","5,625.16"
05/02/2017,"20,949.89","2,391.17","5,644.07"
05/01/2017,"20,913.46","2,388.33","5,629.63"
04/28/2017,"20,940.51","2,384.20","5,583.53"
04/27/2017,"20,981.33","2,388.77","5,571.28"
04/26/2017,"20,975.09","2,387.45","5,541.09"
04/25/2017,"20,996.12","2,388.61","5,548.19"
04/24/2017,"20,763.89","2,374.15","5,508.03"
04/21/2017,"20,547.76","2,348.69","5,442.05"
04/20/2017,"20,578.71","2,355.84","5,443.53"
04/19/2017,"20,404.49","2,338.17","5,399.64"
04/18/2017,"20,523.28","2,342.19","5,391.66"
04/17/2017,"20,636.92","2,349.01","5,399.20"
04/13/2017,"20,453.25","2,328.95","5,353.59"
04/12/2017,"20,591.86","2,344.93","5,377.03"
04/11/2017,"20,651.30","2,353.78","5,398.40"
04/10/2017,"20,658.02","2,357.16","5,421.68"
04/07/2017,"20,656.10","2,355.54","5,418.37"
04/06/2017,"20,662.95","2,357.49","5,420.88"
04/05/2017,"20,648.15","2,352.95","5,418.52"
04/04/2017,"20,689.24","2,360.16","5,440.41"
04/03/2017,"20,650.21","2,358.84","5,432.20"
03/31/2017,"20,663.22","2,362.72","5,436.23"
03/30/2017,"20,728.49","2,368.06","5,439.74"
03/29/2017,"20,659.32","2,361.13","5,430.27"
03/28/2017,"20,701.50","2,358.57","5,407.21"
03/27/2017,"20,550.98","2,341.59","5,374.27"
03/24/2017,"20,596.72","2,343.98","5,363.99"
03/23/2017,"20,656.58","2,345.96","5,355.14"
03/22/2017,"20,661.30","2,348.45","5,367.56"
03/21/2017,"20,668.01","2,344.02","5,332.53"
03/20/2017,"20,905.86","2,373.47","5,413.31"
03/17/2017,"20,914.62","2,378.25","5,408.76"
03/16/2017,"20,934.55","2,381.38","5,412.08"
03/15/2017,"20,950.10","2,385.26","5,416.25"
03/14/2017,"20,837.37","2,365.45","5,382.17"
03/13/2017,"20,881.48","2,373.47","5,394.57"
03/10/2017,"20,902.98","2,372.60","5,385.90"
03/09/2017,"20,858.19","2,364.87","5,363.98"
03/08/2017,"20,855.73","2,362.98","5,359.81"
03/07/2017,"20,924.76","2,368.39","5,351.28"
03/06/2017,"20,954.34","2,375.31","5,360.31"
03/03/2017,"21,005.71","2,383.12","5,373.48"
03/02/2017,"21,002.97","2,381.92","5,363.26"
03/01/2017,"21,115.55","2,395.96","5,390.99"
02/28/2017,"20,812.24","2,363.64","5,330.31"
02/27/2017,"20,837.44","2,369.75","5,347.55"
02/24/2017,"20,821.76","2,367.34","5,343.31"
02/23/2017,"20,810.32","2,363.81","5,332.37"
02/22/2017,"20,775.60","2,362.82","5,352.13"
02/21/2017,"20,743.00","2,365.38","5,350.73"
02/17/2017,"20,624.05","2,351.16","5,324.72"
02/16/2017,"20,619.77","2,347.22","5,300.64"
02/15/2017,"20,611.86","2,349.25","5,302.39"
02/14/2017,"20,504.41","2,337.58","5,271.07"
02/13/2017,"20,412.16","2,328.25","5,256.82"
02/10/2017,"20,269.37","2,316.10","5,226.69"
02/09/2017,"20,172.40","2,307.87","5,212.16"
02/08/2017,"20,054.34","2,294.67","5,196.58"
02/07/2017,"20,090.29","2,293.08","5,185.88"
02/06/2017,"20,052.42","2,292.56","5,167.96"
02/03/2017,"20,071.46","2,297.42","5,161.60"
02/02/2017,"19,884.91","2,280.85","5,147.70"
02/01/2017,"19,890.94","2,279.55","5,152.69"
01/31/2017,"19,864.09","2,278.87","5,116.77"
01/30/2017,"19,971.13","2,280.90","5,129.33"
01/27/2017,"20,093.78","2,294.69","5,168.06"
01/26/2017,"20,100.91","2,296.68","5,156.92"
01/25/2017,"20,068.51","2,298.37","5,151.47"
01/24/2017,"19,912.71","2,280.07","5,101.06"
01/23/2017,"19,799.85","2,265.20","5,065.70"
01/20/2017,"19,827.25","2,271.31","5,063.20"
01/19/2017,"19,732.40","2,263.69","5,051.17"
01/18/2017,"19,804.72","2,271.89","5,055.85"
01/17/2017,"19,826.77","2,267.89","5,044.65"
01/13/2017,"19,885.73","2,274.64","5,059.51"
01/12/2017,"19,891.00","2,270.44","5,041.43"
01/11/2017,"19,954.28","2,275.32","5,050.21"
01/10/2017,"19,855.53","2,268.90","5,035.17"
01/09/2017,"19,887.38","2,268.90","5,024.90"
01/06/2017,"19,963.80","2,276.98","5,007.08"
01/05/2017,"19,899.29","2,269.00","4,964.95"
01/04/2017,"19,942.16","2,270.75","4,937.20"
01/03/2017,"19,881.76","2,257.83","4,911.33"
12/30/2016,"19,762.60","2,238.83","4,863.62"
12/29/2016,"19,819.78","2,249.26","4,918.28"
12/28/2016,"19,833.68","2,249.92","4,926.29"
12/27/2016,"19,945.04","2,268.88","4,965.81"
12/23/2016,"19,933.81","2,263.79","4,940.02"
12/22/2016,"19,918.88","2,260.96","4,934.39"
12/21/2016,"19,941.96","2,265.18","4,948.90"
12/20/2016,"19,974.62","2,270.76","4,953.80"
12/19/2016,"19,883.06","2,262.53","4,934.85"
12/16/2016,"19,843.41","2,258.07","4,914.86"
12/15/2016,"19,852.24","2,262.03","4,933.41"
12/14/2016,"19,792.53","2,253.28","4,921.22"
12/13/2016,"19,911.21","2,271.72","4,935.84"
12/12/2016,"19,796.43","2,256.96","4,874.30"
12/09/2016,"19,756.85","2,259.53","4,895.90"
12/08/2016,"19,614.81","2,246.19","4,859.19"
12/07/2016,"19,549.62","2,241.35","4,851.94"
12/06/2016,"19,251.78","2,212.23","4,788.67"
12/05/2016,"19,216.24","2,204.71","4,778.14"
12/02/2016,"19,170.42","2,191.95","4,739.37"
12/01/2016,"19,191.93","2,191.08","4,734.10"
11/30/2016,"19,123.58","2,198.81","4,810.81"
11/29/2016,"19,121.60","2,204.66","4,873.21"
11/28/2016,"19,097.90","2,201.72","4,857.02"
11/25/2016,"19,152.14","2,213.35","4,870.02"
11/23/2016,"19,083.18","2,204.72","4,853.86"
11/22/2016,"19,023.87","2,202.94","4,873.84"
11/21/2016,"18,956.69","2,198.18","4,859.00"
11/18/2016,"18,867.93","2,181.90","4,808.04"
11/17/2016,"18,903.82","2,187.12","4,826.59"
11/16/2016,"18,868.14","2,176.94","4,792.27"
11/15/2016,"18,923.06","2,180.39","4,764.47"
11/14/2016,"18,868.69","2,164.20","4,702.05"
11/10/2016,"18,807.88","2,164.45","4,751.95"
11/09/2016,"18,589.69","2,167.48","4,747.03"
11/08/2016,"18,332.74","2,163.26","4,825.18"
11/07/2016,"18,259.60","2,139.56","4,804.92"
11/04/2016,"17,888.28","2,131.52","4,773.73"
11/03/2016,"17,930.67","2,085.18","4,660.46"
11/02/2016,"17,959.64","2,088.66","4,679.10"
11/01/2016,"18,037.10","2,097.94","4,726.91"
10/31/2016,"18,142.42","2,111.72","4,766.94"
10/28/2016,"18,161.19","2,126.15","4,801.27"
10/27/2016,"18,169.68","2,126.41","4,805.59"
10/26/2016,"18,199.33","2,133.04","4,836.45"
10/25/2016,"18,169.27","2,139.43","4,860.59"
10/24/2016,"18,223.03","2,143.16","4,891.45"
10/21/2016,"18,145.71","2,151.33","4,909.97"
10/20/2016,"18,162.35","2,141.16","4,851.86"
10/19/2016,"18,202.62","2,141.34","4,832.71"
10/18/2016,"18,161.94","2,144.29","4,836.61"
10/17/2016,"18,086.40","2,139.60","4,839.72"
10/14/2016,"18,138.38","2,126.50","4,796.17"
10/13/2016,"18,098.94","2,132.98","4,808.48"
10/12/2016,"18,144.20","2,132.55","4,803.10"
10/11/2016,"18,128.66","2,139.18","4,819.64"
10/10/2016,"18,329.04","2,136.73","4,821.91"
10/07/2016,"18,240.49","2,163.66","4,893.77"
10/06/2016,"18,268.50","2,153.74","4,864.52"
10/05/2016,"18,281.03","2,160.77","4,873.92"
10/04/2016,"18,168.45","2,159.73","4,877.75"
10/03/2016,"18,253.85","2,150.49","4,859.47"
09/30/2016,"18,308.15","2,161.20","4,866.62"
09/29/2016,"18,143.45","2,168.27","4,875.70"
09/28/2016,"18,339.24","2,151.13","4,838.30"
09/27/2016,"18,228.30","2,171.37","4,875.27"
09/26/2016,"18,094.83","2,159.93","4,866.71"
09/23/2016,"18,261.45","2,146.10","4,817.17"
09/22/2016,"18,392.46","2,164.69","4,858.91"
09/21/2016,"18,293.70","2,177.18","4,891.36"
09/20/2016,"18,129.96","2,163.12","4,853.75"
09/19/2016,"18,120.17","2,139.76","4,805.22"
09/16/2016,"18,123.80","2,139.12","4,796.07"
09/15/2016,"18,212.48","2,139.16","4,818.05"
09/14/2016,"18,034.77","2,147.26","4,819.90"
09/13/2016,"18,066.75","2,125.77","4,746.06"
09/12/2016,"18,325.07","2,127.02","4,722.85"
09/09/2016,"18,085.45","2,159.04","4,764.65"
09/08/2016,"18,479.91","2,127.81","4,681.53"
09/07/2016,"18,526.14","2,181.30","4,804.00"
09/06/2016,"18,538.12","2,186.16","4,831.86"
09/02/2016,"18,491.96","2,186.48","4,829.51"
09/01/2016,"18,419.30","2,179.98","4,798.74"
08/31/2016,"18,400.88","2,170.86","4,783.94"
08/30/2016,"18,454.30","2,170.95","4,771.06"
08/29/2016,"18,502.99","2,176.12","4,775.99"
08/26/2016,"18,395.40","2,180.38","4,791.09"
08/25/2016,"18,448.41","2,169.04","4,783.69"
08/24/2016,"18,481.48","2,172.47","4,775.43"
08/23/2016,"18,547.30","2,175.44","4,783.48"
08/22/2016,"18,529.42","2,186.90","4,818.48"
08/19/2016,"18,552.57","2,182.64","4,808.56"
08/18/2016,"18,597.70","2,183.87","4,806.14"
08/17/2016,"18,573.94","2,187.02","4,808.68"
08/16/2016,"18,552.02","2,182.22","4,805.45"
08/15/2016,"18,636.05","2,178.15","4,797.19"
08/12/2016,"18,576.47","2,190.15","4,827.12"
08/11/2016,"18,613.52","2,184.05","4,807.08"
08/10/2016,"18,495.66","2,185.79","4,803.31"
08/09/2016,"18,533.05","2,175.49","4,783.39"
08/08/2016,"18,529.29","2,181.74","4,795.75"
08/05/2016,"18,543.53","2,180.89","4,784.74"
08/04/2016,"18,352.05","2,182.87","4,791.21"
08/03/2016,"18,355.00","2,164.25","4,743.81"
08/02/2016,"18,313.77","2,163.79","4,734.33"
08/01/2016,"18,404.51","2,157.03","4,719.21"
07/29/2016,"18,432.24","2,170.84","4,756.04"
07/28/2016,"18,456.35","2,173.60","4,730.23"
07/27/2016,"18,472.17","2,170.06","4,721.41"
07/26/2016,"18,473.75","2,166.58","4,702.89"
07/25/2016,"18,493.06","2,169.18","4,672.11"
07/22/2016,"18,570.85","2,168.48","4,665.93"
07/21/2016,"18,517.23","2,175.03","4,666.07"
07/20/2016,"18,595.03","2,165.17","4,647.02"
07/19/2016,"18,559.01","2,173.02","4,657.20"
07/18/2016,"18,533.05","2,163.78","4,603.28"
07/15/2016,"18,516.55","2,166.89","4,619.68"
07/14/2016,"18,506.41","2,161.74","4,589.83"
07/13/2016,"18,372.12","2,163.75","4,596.49"
07/12/2016,"18,347.67","2,152.43","4,565.77"
07/11/2016,"18,226.93","2,152.14","4,577.61"
07/08/2016,"18,146.74","2,137.16","4,554.71"
07/07/2016,"17,895.88","2,129.90","4,528.36"
07/06/2016,"17,918.62","2,097.90","4,459.58"
07/05/2016,"17,840.62","2,099.73","4,444.70"
07/01/2016,"17,949.37","2,088.55","4,410.75"
06/30/2016,"17,929.99","2,102.95","4,437.44"
06/29/2016,"17,694.68","2,098.86","4,417.70"
06/28/2016,"17,409.72","2,070.77","4,364.74"
06/27/2016,"17,140.24","2,036.09","4,290.47"
06/24/2016,"17,400.75","2,000.54","4,201.06"
06/23/2016,"18,011.07","2,037.41","4,285.70"
06/22/2016,"17,780.83","2,113.32","4,467.48"
06/21/2016,"17,829.73","2,085.45","4,404.73"
06/20/2016,"17,804.87","2,088.90","4,413.40"
06/17/2016,"17,675.16","2,083.25","4,400.16"
06/16/2016,"17,733.10","2,071.22","4,374.38"
06/15/2016,"17,640.17","2,077.99","4,424.23"
06/14/2016,"17,674.82","2,071.50","4,409.51"
06/13/2016,"17,732.48","2,075.32","4,424.91"
06/10/2016,"17,865.34","2,079.06","4,422.76"
06/09/2016,"17,985.19","2,096.07","4,461.05"
06/08/2016,"18,005.05","2,115.48","4,512.69"
06/07/2016,"17,938.28","2,119.12","4,520.63"
06/06/2016,"17,920.33","2,112.13","4,513.09"
06/03/2016,"17,807.06","2,109.41","4,523.63"
06/02/2016,"17,838.56","2,099.13","4,509.79"
06/01/2016,"17,789.67","2,105.26","4,531.35"
05/31/2016,"17,787.20","2,099.33","4,520.07"
05/27/2016,"17,873.22","2,096.96","4,523.89"
05/26/2016,"17,828.29","2,099.06","4,512.54"
05/25/2016,"17,851.51","2,090.10","4,487.96"
05/24/2016,"17,706.05","2,090.54","4,476.43"
05/23/2016,"17,492.93","2,076.06","4,444.30"
05/20/2016,"17,500.94","2,048.04","4,355.10"
05/19/2016,"17,435.40","2,052.32","4,362.90"
05/18/2016,"17,526.62","2,040.04","4,315.58"
05/17/2016,"17,529.98","2,047.63","4,338.23"
05/16/2016,"17,710.71","2,047.21","4,322.56"
05/13/2016,"17,535.32","2,066.66","4,380.48"
05/12/2016,"17,720.50","2,046.61","4,326.53"
05/11/2016,"17,711.12","2,064.11","4,342.81"
05/10/2016,"17,928.35","2,064.46","4,361.03"
05/09/2016,"17,705.91","2,084.39","4,402.04"
05/06/2016,"17,740.63","2,058.69","4,341.23"
05/05/2016,"17,660.71","2,057.14","4,330.17"
05/04/2016,"17,651.26","2,050.63","4,309.48"
05/03/2016,"17,750.91","2,051.12","4,312.01"
05/02/2016,"17,891.16","2,063.37","4,341.39"
04/29/2016,"17,773.64","2,081.43","4,381.30"
04/28/2016,"17,830.76","2,065.30","4,341.30"
04/27/2016,"18,041.55","2,075.81","4,363.99"
04/26/2016,"17,990.32","2,095.15","4,416.64"
04/25/2016,"17,977.24","2,091.70","4,452.97"
04/22/2016,"18,003.75","2,087.79","4,474.13"
04/21/2016,"17,982.52","2,091.58","4,474.19"
04/20/2016,"18,096.27","2,091.48","4,540.80"
04/19/2016,"18,053.60","2,102.40","4,540.44"
04/18/2016,"18,004.16","2,100.80","4,537.09"
04/15/2016,"17,897.46","2,094.34","4,565.42"
04/14/2016,"17,926.43","2,080.73","4,543.16"
04/13/2016,"17,908.28","2,082.78","4,554.62"
04/12/2016,"17,721.25","2,082.42","4,554.72"
04/11/2016,"17,556.41","2,061.72","4,496.05"
04/08/2016,"17,576.96","2,041.99","4,458.70"
04/07/2016,"17,541.96","2,047.60","4,474.93"
04/06/2016,"17,716.05","2,041.91","4,475.28"
04/05/2016,"17,603.32","2,066.66","4,543.78"
04/04/2016,"17,737.00","2,045.17","4,470.75"
04/01/2016,"17,792.75","2,066.13","4,511.70"
03/31/2016,"17,685.09","2,072.78","4,532.08"
03/30/2016,"17,716.66","2,059.74","4,483.65"
03/29/2016,"17,633.11","2,063.95","4,490.88"
03/28/2016,"17,535.39","2,055.01","4,467.72"
03/24/2016,"17,515.73","2,037.05","4,398.07"
03/23/2016,"17,502.59","2,035.94","4,405.53"
03/22/2016,"17,582.57","2,036.71","4,402.56"
03/21/2016,"17,623.87","2,049.80","4,437.62"
03/18/2016,"17,602.30","2,051.60","4,426.98"
03/17/2016,"17,481.49","2,049.58","4,410.83"
03/16/2016,"17,325.76","2,040.59","4,400.26"
03/15/2016,"17,251.53","2,027.22","4,404.20"
03/14/2016,"17,229.13","2,015.93","4,367.08"
03/11/2016,"17,213.31","2,019.64","4,367.33"
03/10/2016,"16,995.13","2,022.19","4,361.83"
03/09/2016,"17,000.36","1,989.57","4,286.97"
03/08/2016,"16,964.10","1,989.26","4,293.23"
03/07/2016,"17,073.95","1,979.26","4,265.51"
03/04/2016,"17,006.77","2,001.76","4,303.33"
03/03/2016,"16,943.90","1,999.99","4,329.00"
03/02/2016,"16,899.32","1,993.40","4,325.86"
03/01/2016,"16,865.08","1,986.45","4,334.39"
02/29/2016,"16,516.50","1,978.35","4,333.61"
02/26/2016,"16,639.97","1,932.23","4,201.12"
02/25/2016,"16,697.29","1,948.05","4,235.62"
02/24/2016,"16,484.99","1,951.70","4,241.06"
02/23/2016,"16,431.78","1,929.80","4,200.66"
02/22/2016,"16,620.66","1,921.27","4,162.54"
02/19/2016,"16,391.99","1,945.50","4,231.27"
02/18/2016,"16,413.43","1,917.78","4,164.09"
02/17/2016,"16,453.83","1,917.83","4,151.49"
02/16/2016,"16,196.41","1,926.82","4,199.10"
02/12/2016,"15,973.84","1,895.58","4,104.33"
02/11/2016,"15,660.18","1,864.78","4,019.19"
02/10/2016,"15,914.74","1,829.08","3,962.22"
02/09/2016,"16,014.38","1,851.86","3,966.28"
02/08/2016,"16,027.05","1,852.21","3,947.80"
02/05/2016,"16,204.97","1,853.44","3,960.67"
02/04/2016,"16,416.58","1,880.05","4,024.47"
02/03/2016,"16,336.66","1,915.45","4,167.77"
02/02/2016,"16,153.54","1,912.53","4,171.97"
02/01/2016,"16,449.18","1,903.03","4,193.10"
01/29/2016,"16,466.30","1,939.38","4,286.56"
01/28/2016,"16,069.64","1,940.24","4,279.17"
01/27/2016,"15,944.46","1,893.36","4,186.06"
01/26/2016,"16,167.23","1,882.95","4,128.86"
01/25/2016,"15,885.22","1,903.63","4,233.85"
01/22/2016,"16,093.51","1,877.08","4,196.53"
01/21/2016,"15,882.68","1,906.90","4,259.77"
01/20/2016,"15,766.74","1,868.99","4,142.60"
01/19/2016,"16,016.02","1,859.33","4,136.28"
01/15/2016,"15,988.08","1,881.33","4,147.07"
01/14/2016,"16,379.05","1,880.33","4,141.08"
01/13/2016,"16,151.41","1,921.84","4,272.97"
01/12/2016,"16,516.22","1,890.28","4,183.12"
01/11/2016,"16,398.57","1,938.68","4,333.72"
01/08/2016,"16,346.45","1,923.67","4,283.55"
01/07/2016,"16,514.10","1,922.03","4,270.78"
01/06/2016,"16,906.51","1,943.09","4,305.72"
01/05/2016,"17,158.66","1,990.26","4,443.98"
01/04/2016,"17,148.94","2,016.71","4,484.18"
12/31/2015,"17,425.03","2,012.66","4,497.86"
12/30/2015,"17,603.87","2,043.94","4,593.27"
12/29/2015,"17,720.98","2,063.36","4,652.01"
12/28/2015,"17,528.27","2,078.36","4,691.08"
12/24/2015,"17,552.17","2,056.50","4,621.35"
12/23/2015,"17,602.61","2,060.99","4,622.77"
12/22/2015,"17,417.27","2,064.29","4,624.59"
12/21/2015,"17,251.62","2,038.97","4,589.26"
12/18/2015,"17,128.55","2,021.15","4,560.55"
12/17/2015,"17,495.84","2,005.55","4,514.82"
12/16/2015,"17,749.09","2,041.89","4,598.14"
12/15/2015,"17,524.91","2,073.07","4,664.56"
12/14/2015,"17,368.50","2,043.41","4,597.33"
12/11/2015,"17,265.21","2,021.94","4,570.16"
12/10/2015,"17,574.75","2,012.37","4,537.56"
12/09/2015,"17,492.30","2,052.23","4,643.05"
12/08/2015,"17,568.00","2,047.62","4,622.14"
12/07/2015,"17,730.51","2,063.59","4,694.77"
12/04/2015,"17,847.63","2,077.07","4,693.62"
12/03/2015,"17,477.67","2,091.69","4,716.12"
12/02/2015,"17,729.68","2,049.62","4,606.76"
12/01/2015,"17,888.35","2,079.51","4,686.22"
11/30/2015,"17,719.92","2,102.63","4,716.16"
11/27/2015,"17,798.49","2,080.41","4,664.51"
11/25/2015,"17,813.39","2,090.11","4,680.47"
11/24/2015,"17,812.19","2,088.87","4,672.88"
11/23/2015,"17,792.68","2,089.14","4,669.41"
11/20/2015,"17,823.81","2,086.59","4,674.79"
11/19/2015,"17,732.75","2,089.17","4,686.36"
11/18/2015,"17,737.16","2,081.24","4,655.35"
11/17/2015,"17,489.50","2,083.58","4,653.44"
11/16/2015,"17,483.01","2,050.44","4,565.82"
11/13/2015,"17,245.24","2,053.19","4,565.47"
11/12/2015,"17,448.07","2,023.04","4,502.14"
11/11/2015,"17,702.22","2,045.97","4,588.93"
11/10/2015,"17,758.21","2,075.00","4,636.94"
11/09/2015,"17,730.48","2,081.72","4,641.73"
11/06/2015,"17,910.33","2,078.58","4,655.52"
11/05/2015,"17,863.43","2,099.20","4,707.23"
11/04/2015,"17,867.58","2,099.93","4,702.90"
11/03/2015,"17,918.15","2,102.31","4,717.55"
11/02/2015,"17,828.76","2,109.79","4,719.05"
10/30/2015,"17,663.54","2,104.05","4,703.91"
10/29/2015,"17,755.80","2,079.36","4,648.83"
10/28/2015,"17,779.52","2,089.41","4,670.77"
10/27/2015,"17,581.43","2,090.35","4,678.57"
10/26/2015,"17,623.05","2,065.89","4,639.23"
10/23/2015,"17,646.70","2,071.18","4,630.85"
10/22/2015,"17,489.16","2,075.15","4,624.09"
10/21/2015,"17,168.61","2,052.51","4,503.22"
10/20/2015,"17,217.11","2,018.94","4,413.52"
10/19/2015,"17,230.54","2,030.77","4,438.18"
10/16/2015,"17,215.97","2,033.66","4,462.07"
10/15/2015,"17,141.75","2,033.11","4,438.62"
10/14/2015,"16,924.75","2,023.86","4,418.22"
10/13/2015,"17,081.89","1,994.24","4,346.92"
10/12/2015,"17,131.86","2,003.69","4,352.94"
10/09/2015,"17,084.49","2,017.46","4,382.56"
10/08/2015,"17,050.75","2,014.89","4,370.01"
10/07/2015,"16,912.29","2,013.43","4,350.15"
10/06/2015,"16,790.19","1,995.83","4,333.46"
10/05/2015,"16,776.43","1,979.92","4,306.70"
10/02/2015,"16,472.37","1,987.05","4,331.43"
10/01/2015,"16,272.01","1,951.36","4,267.45"
09/30/2015,"16,284.70","1,923.82","4,192.96"
09/29/2015,"16,049.13","1,920.03","4,181.06"
09/28/2015,"16,001.89","1,884.09","4,083.37"
09/25/2015,"16,314.67","1,881.77","4,103.47"
09/24/2015,"16,201.32","1,931.34","4,224.74"
09/23/2015,"16,279.89","1,932.24","4,261.10"
09/22/2015,"16,330.47","1,938.76","4,273.53"
09/21/2015,"16,510.19","1,942.74","4,274.10"
09/18/2015,"16,384.58","1,966.97","4,336.13"
09/17/2015,"16,674.74","1,958.03","4,323.86"
09/16/2015,"16,739.95","1,990.20","4,384.96"
09/15/2015,"16,599.85","1,995.31","4,383.67"
09/14/2015,"16,370.96","1,978.09","4,360.28"
09/11/2015,"16,433.09","1,953.03","4,308.76"
09/10/2015,"16,330.40","1,961.05","4,323.23"
09/09/2015,"16,253.57","1,952.29","4,296.30"
09/08/2015,"16,492.68","1,942.04","4,253.45"
09/04/2015,"16,102.38","1,969.41","4,303.53"
09/03/2015,"16,374.76","1,921.22","4,184.72"
09/02/2015,"16,351.38","1,951.13","4,234.65"
09/01/2015,"16,058.35","1,948.86","4,256.23"
08/31/2015,"16,528.03","1,913.85","4,142.63"
08/28/2015,"16,643.01","1,972.18","4,274.58"
08/27/2015,"16,654.77","1,988.87","4,329.12"
08/26/2015,"16,285.51","1,987.66","4,324.82"
08/25/2015,"15,666.44","1,940.51","4,219.60"
08/24/2015,"15,871.35","1,867.61","4,016.32"
08/21/2015,"16,459.75","1,893.21","4,038.60"
08/20/2015,"16,990.69","1,970.89","4,197.27"
08/19/2015,"17,348.73","2,035.73","4,385.13"
08/18/2015,"17,511.34","2,079.61","4,510.90"
08/17/2015,"17,545.18","2,096.92","4,542.07"
08/14/2015,"17,477.40","2,102.44","4,566.37"
08/13/2015,"17,408.25","2,091.54","4,530.74"
08/12/2015,"17,402.51","2,083.39","4,519.32"
08/11/2015,"17,402.84","2,086.05","4,528.19"
08/10/2015,"17,615.17","2,084.07","4,513.99"
08/07/2015,"17,373.38","2,104.18","4,573.11"
08/06/2015,"17,419.75","2,077.57","4,520.08"
08/05/2015,"17,540.47","2,083.56","4,528.51"
08/04/2015,"17,550.69","2,099.84","4,602.24"
08/03/2015,"17,598.20","2,093.32","4,567.47"
07/31/2015,"17,689.86","2,098.04","4,580.46"
07/30/2015,"17,745.98","2,103.84","4,588.91"
07/29/2015,"17,751.39","2,108.63","4,598.59"
07/28/2015,"17,630.27","2,108.57","4,581.60"
07/27/2015,"17,440.59","2,093.25","4,560.23"
07/24/2015,"17,568.53","2,067.64","4,519.09"
07/23/2015,"17,731.92","2,079.65","4,557.38"
07/22/2015,"17,851.04","2,102.15","4,602.83"
07/21/2015,"17,919.29","2,114.15","4,623.24"
07/20/2015,"18,100.41","2,119.21","4,674.40"
07/17/2015,"18,086.45","2,128.28","4,679.68"
07/16/2015,"18,120.25","2,126.64","4,661.60"
07/15/2015,"18,050.17","2,124.29","4,594.90"
07/14/2015,"18,053.58","2,107.40","4,528.36"
07/13/2015,"17,977.68","2,108.95","4,523.47"
07/10/2015,"17,760.41","2,099.60","4,494.47"
07/09/2015,"17,548.62","2,076.62","4,420.15"
07/08/2015,"17,515.42","2,051.31","4,352.03"
07/07/2015,"17,776.91","2,046.68","4,351.58"
07/06/2015,"17,683.58","2,081.34","4,429.06"
07/02/2015,"17,730.11","2,068.76","4,418.66"
07/01/2015,"17,757.91","2,076.78","4,433.39"
06/30/2015,"17,619.51","2,077.42","4,429.23"
06/29/2015,"17,596.35","2,063.11","4,396.76"
06/26/2015,"17,946.68","2,057.64","4,379.86"
06/25/2015,"17,890.36","2,101.49","4,484.28"
06/24/2015,"17,966.07","2,102.31","4,514.01"
06/23/2015,"18,144.07","2,108.58","4,524.60"
06/22/2015,"18,119.78","2,124.20","4,548.74"
06/19/2015,"18,015.95","2,122.85","4,544.04"
06/18/2015,"18,115.84","2,109.99","4,513.42"
06/17/2015,"17,935.74","2,121.24","4,531.85"
06/16/2015,"17,904.48","2,100.44","4,468.98"
06/15/2015,"17,791.17","2,096.29","4,455.90"
06/12/2015,"17,898.84","2,084.43","4,432.92"
06/11/2015,"18,039.37","2,094.11","4,453.79"
06/10/2015,"18,000.40","2,108.86","4,488.47"
06/09/2015,"17,764.04","2,105.20","4,485.46"
06/08/2015,"17,766.55","2,080.15","4,427.61"
06/05/2015,"17,849.46","2,079.28","4,431.52"
06/04/2015,"17,905.58","2,092.83","4,477.19"
06/03/2015,"18,076.27","2,095.84","4,487.03"
06/02/2015,"18,011.94","2,114.07","4,519.86"
06/01/2015,"18,040.37","2,109.60","4,508.89"
05/29/2015,"18,010.68","2,111.73","4,521.85"
05/28/2015,"18,126.12","2,107.39","4,508.25"
05/27/2015,"18,162.99","2,120.79","4,535.66"
05/26/2015,"18,041.54","2,123.48","4,546.06"
05/22/2015,"18,232.02","2,104.20","4,472.96"
05/21/2015,"18,285.74","2,126.06","4,527.16"
05/20/2015,"18,285.40","2,130.82","4,529.47"
05/19/2015,"18,312.39","2,125.85","4,505.30"
05/18/2015,"18,298.88","2,127.83","4,503.72"
05/15/2015,"18,272.56","2,129.20","4,512.95"
05/14/2015,"18,252.24","2,122.73","4,494.29"
