Sex,Age group,1997 Mid-year,1997 Year-end,1998 Mid-year,1998 Year-end,1999 Mid-year,1999 Year-end,2000 Mid-year,2000 Year-end,2001 Mid-year,2001 Year-end,2002 Mid-year,2002 Year-end,2003 Mid-year,2003 Year-end,2004 Mid-year,2004 Year-end,2005 Mid-year,2005 Year-end,2006 Mid-year,2006 Year-end,2007 Mid-year,2007 Year-end,2008 Mid-year,2008 Year-end,2009 Mid-year,2009 Year-end,2010 Mid-year,2010 Year-end,2011 Mid-year,2011 Year-end,2012 Mid-year,2012 Year-end,2013 Mid-year,2013 Year-end,2014 Mid-year,2014 Year-end,2015 Mid-year,2015 Year-end,2016 Mid-year,2016 Year-end,2017 Mid-year,2017 Year-end,2018 Mid-year,2018 Year-end,2019 Mid-year,2019 Year-end,2020 Mid-year,2020 Year-end,2021 Mid-year,2021 Year-end,2022 Mid-year
Male,50 - 54,158700.0,167700.0,174700.0,182500.0,188200.0,199900.0,210400.0,220200.0,226700.0,230800.0,233900.0,237500.0,239100.0,242800.0,246000.0,249700.0,253900.0,258100.0,264000.0,271400.0,276400.0,282400.0,289600.0,296600.0,299300.0,302700.0,307700.0,312600.0,312800.0,310900.0,311800.0,313300.0,313800.0,311200.0,310600.0,308400.0,303800.0,296000.0,292900.0,287800.0,280900.0,273000.0,266900.0,262800.0,258100.0,251500.0,248800.0,246000.0,245000.0,243400.0,242000.0
Male,55 - 59,137000.0,134300.0,132600.0,132200.0,133200.0,133500.0,132400.0,133200.0,136000.0,142900.0,149300.0,156600.0,163000.0,170900.0,177700.0,188600.0,198000.0,208600.0,214700.0,218900.0,222200.0,226300.0,228900.0,233400.0,236900.0,239700.0,243700.0,247800.0,253900.0,261500.0,267500.0,274000.0,281100.0,288700.0,291600.0,295600.0,300900.0,306200.0,306800.0,305700.0,307700.0,309400.0,308800.0,306400.0,305300.0,304300.0,297000.0,287700.0,284900.0,278000.0,269100.0
Male,60 - 64,141100.0,142200.0,138800.0,137900.0,136500.0,137300.0,135800.0,136300.0,133900.0,131400.0,128900.0,126000.0,124500.0,123200.0,124000.0,125400.0,125200.0,125400.0,127600.0,134500.0,140800.0,148600.0,155100.0,162900.0,169600.0,179700.0,188200.0,198700.0,205100.0,209700.0,213700.0,217500.0,219900.0,224100.0,227500.0,230100.0,234100.0,238100.0,244100.0,252600.0,258900.0,266500.0,275300.0,283600.0,287000.0,293200.0,297900.0,300800.0,300300.0,299800.0,301100.0
Male,65 - 69,122200.0,124100.0,126900.0,129400.0,129600.0,130300.0,129000.0,128700.0,128200.0,128300.0,128600.0,129200.0,127200.0,126800.0,126500.0,126600.0,126300.0,127200.0,125200.0,124100.0,122500.0,120000.0,118700.0,117400.0,118300.0,119600.0,119300.0,119400.0,121500.0,128600.0,134800.0,142400.0,148700.0,156500.0,163000.0,172700.0,180300.0,190400.0,196500.0,201000.0,205000.0,209500.0,212300.0,217200.0,220200.0,224300.0,227700.0,231700.0,239500.0,247100.0,251500.0
Male,70 - 74,86800.0,88100.0,89900.0,91800.0,93100.0,94800.0,97800.0,101100.0,102300.0,104400.0,105100.0,106600.0,108700.0,112600.0,113200.0,114400.0,112700.0,111700.0,112400.0,114000.0,115400.0,117300.0,116100.0,115700.0,115300.0,116200.0,116700.0,118100.0,116700.0,114800.0,112800.0,110600.0,109500.0,108500.0,109600.0,110600.0,110300.0,110300.0,112200.0,118800.0,124600.0,131900.0,137800.0,145900.0,152700.0,162000.0,168800.0,176800.0,182000.0,187000.0,190600.0
Male,75 - 79,55100.0,56100.0,57000.0,58200.0,59700.0,60000.0,61100.0,61800.0,63600.0,65100.0,67200.0,68900.0,70200.0,72200.0,73200.0,74900.0,77400.0,80800.0,82300.0,85500.0,86900.0,89000.0,91300.0,95000.0,95800.0,97300.0,96300.0,96200.0,97000.0,98100.0,99100.0,101100.0,100400.0,100200.0,99900.0,100900.0,101200.0,102600.0,101200.0,99600.0,97900.0,96200.0,95600.0,94500.0,94900.0,94200.0,92200.0,93100.0,96600.0,102000.0,106200.0
Male,80 - 84,27000.0,27100.0,28300.0,28600.0,29300.0,30400.0,32000.0,33400.0,34200.0,35800.0,36500.0,37900.0,38700.0,40000.0,40900.0,42000.0,42600.0,44000.0,44800.0,46200.0,47800.0,49400.0,50400.0,52400.0,53200.0,55000.0,57600.0,61100.0,62300.0,64800.0,65400.0,67100.0,69300.0,73000.0,73300.0,74900.0,73800.0,73600.0,74100.0,75600.0,76700.0,79000.0,78700.0,79200.0,79300.0,80200.0,80500.0,81300.0,79700.0,78700.0,77200.0
Male,>= 85,13900.0,13900.0,13800.0,14200.0,14600.0,15200.0,16300.0,17800.0,19600.0,20300.0,21200.0,21900.0,22100.0,23400.0,23800.0,25300.0,25700.0,27400.0,28500.0,30300.0,30700.0,32500.0,32800.0,34200.0,35200.0,36800.0,37800.0,39900.0,40700.0,42900.0,44000.0,46400.0,47100.0,49700.0,50100.0,52500.0,54400.0,58600.0,59000.0,62700.0,63800.0,66800.0,68900.0,74100.0,73800.0,76800.0,80100.0,83400.0,84500.0,88100.0,88100.0
Male,All age groups,3235400.0,3242000.0,3249900.0,3260700.0,3264700.0,3271000.0,3276500.0,3288500.0,3282000.0,3282900.0,3279600.0,3267000.0,3259100.0,3266700.0,3266800.0,3266500.0,3264000.0,3268000.0,3270100.0,3285500.0,3283900.0,3287600.0,3290200.0,3288900.0,3284800.0,3289200.0,3294300.0,3300700.0,3303000.0,3314300.0,3327300.0,3332100.0,3329900.0,3340500.0,3344500.0,3352000.0,3365600.0,3368600.0,3375400.0,3390500.0,3393600.0,3399500.0,3411400.0,3422300.0,3424000.0,3432400.0,3416500.0,3387700.0,3382300.0,3378500.0,3329600.0
Female,0 - 4,173900.0,166900.0,162500.0,156100.0,154100.0,146300.0,141300.0,135300.0,130800.0,125800.0,121400.0,116700.0,114500.0,112600.0,109400.0,108100.0,106700.0,103300.0,102600.0,106500.0,103200.0,107400.0,105200.0,108400.0,108300.0,110500.0,113800.0,119100.0,119700.0,122400.0,126000.0,127400.0,125500.0,124600.0,128100.0,130900.0,135600.0,134300.0,134700.0,134400.0,132100.0,127200.0,129600.0,128500.0,126600.0,123400.0,119700.0,115000.0,111500.0,108200.0,103000.0
Female,5 - 9,187900.0,190000.0,192100.0,191900.0,193200.0,192900.0,192700.0,192200.0,191200.0,189100.0,188800.0,183800.0,180800.0,177600.0,172800.0,165900.0,161500.0,156600.0,151800.0,144300.0,141700.0,133300.0,134400.0,128000.0,126600.0,123900.0,122100.0,117500.0,117400.0,120300.0,118400.0,122300.0,120200.0,125400.0,126700.0,129100.0,134200.0,139300.0,140600.0,142000.0,144200.0,146700.0,147200.0,145700.0,149700.0,149100.0,146700.0,142400.0,140600.0,137100.0,131900.0
Female,10 - 14,205800.0,203000.0,203600.0,207900.0,208900.0,209100.0,210000.0,210300.0,208400.0,209000.0,210100.0,209100.0,208800.0,205700.0,204900.0,203100.0,201900.0,200200.0,200800.0,201000.0,199800.0,197100.0,193200.0,188300.0,182600.0,176400.0,171500.0,164900.0,160200.0,150400.0,148100.0,139400.0,139500.0,134700.0,133800.0,131600.0,129400.0,125400.0,126900.0,130800.0,128800.0,133900.0,132700.0,135900.0,135700.0,138600.0,138900.0,141300.0,139700.0,139600.0,139800.0
Female,15 - 19,224300.0,230100.0,227900.0,231100.0,225800.0,226900.0,222600.0,221400.0,216700.0,214600.0,213300.0,211600.0,210500.0,213000.0,214400.0,214600.0,214000.0,214800.0,213900.0,215600.0,214800.0,215400.0,214300.0,210600.0,209300.0,208600.0,207700.0,206700.0,206400.0,205500.0,204400.0,201700.0,197000.0,193900.0,188000.0,181300.0,175800.0,169100.0,164400.0,154500.0,150900.0,142500.0,143600.0,139300.0,138000.0,137800.0,133000.0,129200.0,130000.0,135300.0,127400.0
Female,20 - 24,240200.0,239900.0,240500.0,241700.0,242200.0,244200.0,242100.0,245900.0,242800.0,238000.0,232300.0,229400.0,230100.0,235500.0,239700.0,242500.0,244500.0,245100.0,246800.0,245900.0,244000.0,241300.0,238900.0,237100.0,235400.0,233500.0,231800.0,231600.0,229800.0,231100.0,231500.0,231400.0,231200.0,228300.0,227000.0,226300.0,226100.0,224200.0,224800.0,224200.0,222000.0,218400.0,213900.0,209300.0,202200.0,193300.0,183200.0,172300.0,161500.0,163300.0,143300.0
Female,25 - 29,288900.0,287500.0,289800.0,285300.0,287000.0,286600.0,290600.0,286700.0,283600.0,279700.0,274400.0,266200.0,263300.0,261800.0,262200.0,262000.0,266200.0,274000.0,278500.0,282700.0,287000.0,291900.0,297300.0,299100.0,301700.0,302800.0,304600.0,304100.0,304600.0,303800.0,302800.0,298100.0,294700.0,292600.0,290800.0,288000.0,287600.0,285300.0,282500.0,279200.0,275300.0,272000.0,270200.0,265900.0,265500.0,262700.0,258100.0,248600.0,243900.0,236300.0,227100.0
Female,30 - 34,339400.0,333200.0,329000.0,324800.0,324000.0,320800.0,322100.0,325700.0,326400.0,326000.0,329100.0,325500.0,326300.0,322200.0,320200.0,316400.0,314600.0,309700.0,309600.0,313200.0,313100.0,310100.0,311000.0,309100.0,310800.0,311600.0,315900.0,320200.0,324200.0,327200.0,332800.0,337100.0,341400.0,344400.0,346000.0,344300.0,345000.0,343500.0,344200.0,343000.0,338700.0,332600.0,329500.0,327700.0,325600.0,321600.0,315000.0,306100.0,299000.0,292500.0,285600.0
Female,35 - 39,342000.0,347200.0,352700.0,355300.0,361400.0,366300.0,366500.0,367800.0,370500.0,370400.0,368300.0,359500.0,354300.0,349500.0,344400.0,336600.0,334300.0,334300.0,331400.0,331300.0,331700.0,333400.0,334100.0,331600.0,331700.0,332500.0,332000.0,328400.0,328100.0,330300.0,331500.0,329100.0,328800.0,329100.0,329500.0,330200.0,334000.0,338700.0,343300.0,347300.0,352500.0,357900.0,363500.0,367300.0,369200.0,367600.0,364300.0,357400.0,353200.0,343900.0,333300.0
